Company,Dates,ESG_DISCLOSURE_SCORE,SOCIAL_SCORE,ESG_UNCERTAINTY_RANKING
JCI US Equity,2018,,,
JCI US Equity,2019,,,
JCI US Equity,2020,,,
JCI US Equity,2021,,,
JCI US Equity,2022,,,
JEF US Equity,2017,,,
JEF US Equity,2018,,,
JEF US Equity,2019,,,
JEF US Equity,2020,,,
JEF US Equity,2021,,,
JEF US Equity,2022,,,
JKHY US Equity,2017,,,
JKHY US Equity,2018,,,
JKHY US Equity,2019,,,
JKHY US Equity,2020,,,
JKHY US Equity,2021,,,
JKHY US Equity,2022,,,
JNJ US Equity,2017,,,
JNJ US Equity,2018,,,
JNJ US Equity,2019,,,
JNJ US Equity,2020,,,
JNJ US Equity,2021,,,
JNJ US Equity,2022,,,
JNPR US Equity,2017,,,
JNPR US Equity,2018,,,
JNPR US Equity,2019,,,
JNPR US Equity,2020,,,
JNPR US Equity,2021,,,
JNPR US Equity,2022,,,
JPM US Equity,2017,,,
JPM US Equity,2018,,,
JPM US Equity,2019,,,
JPM US Equity,2020,,,
JPM US Equity,2021,,,
JPM US Equity,2022,,,
JWN US Equity,2017,,,
JWN US Equity,2018,,,
JWN US Equity,2019,,,
JWN US Equity,2020,,,
JWN US Equity,2021,,,
JWN US Equity,2022,,,
K US Equity,2017,,,
K US Equity,2018,,,
K US Equity,2019,,,
K US Equity,2020,,,
K US Equity,2021,,,
K US Equity,2022,,,
KDP US Equity,2017,,,
KDP US Equity,2018,,,
KDP US Equity,2019,,,
KDP US Equity,2020,,,
KDP US Equity,2021,,,
KDP US Equity,2022,,,
KEY US Equity,2017,,,
KEY US Equity,2018,,,
KEY US Equity,2019,,,
KEY US Equity,2020,,,
KEY US Equity,2021,,,
KEY US Equity,2022,,,
KEYS US Equity,2017,,,
KEYS US Equity,2018,,,
KEYS US Equity,2019,,,
KEYS US Equity,2020,,,
KEYS US Equity,2021,,,
KEYS US Equity,2022,,,
KHC US Equity,2017,,,
KHC US Equity,2018,,,
KHC US Equity,2019,,,
KHC US Equity,2020,,,
KHC US Equity,2021,,,
KHC US Equity,2022,,,
KIM US Equity,2017,,,
KIM US Equity,2018,,,
KIM US Equity,2019,,,
KIM US Equity,2020,,,
KIM US Equity,2021,,,
KIM US Equity,2022,,,
KLAC US Equity,2017,,,
KLAC US Equity,2018,,,
KLAC US Equity,2019,,,
KLAC US Equity,2020,,,
KLAC US Equity,2021,,,
KLAC US Equity,2022,,,
KMB US Equity,2017,,,
KMB US Equity,2018,,,
KMB US Equity,2019,,,
KMB US Equity,2020,,,
KMB US Equity,2021,,,
KMB US Equity,2022,,,
KMI US Equity,2017,,,
KMI US Equity,2018,,,
KMI US Equity,2019,,,
KMI US Equity,2020,,,
KMI US Equity,2021,,,
KMI US Equity,2022,,,
KMX US Equity,2017,,,
KMX US Equity,2018,,,
KMX US Equity,2019,,,
KMX US Equity,2020,,,
KMX US Equity,2021,,,
KMX US Equity,2022,,,
KO US Equity,2017,,,
KO US Equity,2018,,,
KO US Equity,2019,,,
KO US Equity,2020,,,
KO US Equity,2021,,,
KO US Equity,2022,,,
KR US Equity,2017,,,
KR US Equity,2018,,,
KR US Equity,2019,,,
KR US Equity,2020,,,
KR US Equity,2021,,,
KR US Equity,2022,,,
KSS US Equity,2017,,,
KSS US Equity,2018,,,
KSS US Equity,2019,,,
KSS US Equity,2020,,,
KSS US Equity,2021,,,
KSS US Equity,2022,,,
KSU US Equity,2017,,,
KSU US Equity,2018,,,
KSU US Equity,2019,,,
KSU US Equity,2020,,,
KSU US Equity,2021,,,
KSU US Equity,2022,,,
KVUE US Equity,2017,,,
KVUE US Equity,2018,,,
KVUE US Equity,2019,,,
KVUE US Equity,2020,,,
KVUE US Equity,2021,,,
KVUE US Equity,2022,,,
L US Equity,2017,,,
L US Equity,2018,,,
L US Equity,2019,,,
L US Equity,2020,,,
L US Equity,2021,,,
L US Equity,2022,,,
LDOS US Equity,2017,,,
LDOS US Equity,2018,,,
LDOS US Equity,2019,,,
LDOS US Equity,2020,,,
LDOS US Equity,2021,,,
LDOS US Equity,2022,,,
LEG US Equity,2017,,,
LEG US Equity,2018,,,
LEG US Equity,2019,,,
LEG US Equity,2020,,,
LEG US Equity,2021,,,
LEG US Equity,2022,,,
LEN US Equity,2017,,,
LEN US Equity,2018,,,
LEN US Equity,2019,,,
LEN US Equity,2020,,,
LEN US Equity,2021,,,
LEN US Equity,2022,,,
LH US Equity,2017,,,
LH US Equity,2018,,,
LH US Equity,2019,,,
LH US Equity,2020,,,
LH US Equity,2021,,,
LH US Equity,2022,,,
LHX US Equity,2017,,,
LHX US Equity,2018,,,
LHX US Equity,2019,,,
LHX US Equity,2020,,,
LHX US Equity,2021,,,
LHX US Equity,2022,,,
LIN US Equity,2017,,,
LIN US Equity,2018,,,
LIN US Equity,2019,,,
LIN US Equity,2020,,,
LIN US Equity,2021,,,
LIN US Equity,2022,,,
LKQ US Equity,2017,,,
LKQ US Equity,2018,,,
LKQ US Equity,2019,,,
LKQ US Equity,2020,,,
LKQ US Equity,2021,,,
LKQ US Equity,2022,,,
LLL US Equity,2017,,,
LLL US Equity,2018,,,
LLL US Equity,2019,,,
LLL US Equity,2020,,,
LLL US Equity,2021,,,
LLL US Equity,2022,,,
LLY US Equity,2017,,,
LLY US Equity,2018,,,
LLY US Equity,2019,,,
LLY US Equity,2020,,,
LLY US Equity,2021,,,
LLY US Equity,2022,,,
LMT US Equity,2017,,,
LMT US Equity,2018,,,
LMT US Equity,2019,,,
LMT US Equity,2020,,,
LMT US Equity,2021,,,
LMT US Equity,2022,,,
LNC US Equity,2017,,,
LNC US Equity,2018,,,
LNC US Equity,2019,,,
LNC US Equity,2020,,,
LNC US Equity,2021,,,
LNC US Equity,2022,,,
LNT US Equity,2017,,,
LNT US Equity,2018,,,
LNT US Equity,2019,,,
LNT US Equity,2020,,,
LNT US Equity,2021,,,
LNT US Equity,2022,,,
LOW US Equity,2017,,,
LOW US Equity,2018,,,
LOW US Equity,2019,,,
LOW US Equity,2020,,,
LOW US Equity,2021,,,
LOW US Equity,2022,,,
LRCX US Equity,2017,,,
LRCX US Equity,2018,,,
LRCX US Equity,2019,,,
LRCX US Equity,2020,,,
LRCX US Equity,2021,,,
LRCX US Equity,2022,,,
LULU US Equity,2017,,,
LULU US Equity,2018,,,
LULU US Equity,2019,,,
LULU US Equity,2020,,,
LULU US Equity,2021,,,
LULU US Equity,2022,,,
LUMN US Equity,2017,,,
LUMN US Equity,2018,,,
LUMN US Equity,2019,,,
LUMN US Equity,2020,,,
LUMN US Equity,2021,,,
LUMN US Equity,2022,,,
LUV US Equity,2017,,,
LUV US Equity,2018,,,
LUV US Equity,2019,,,
LUV US Equity,2020,,,
LUV US Equity,2021,,,
LUV US Equity,2022,,,
LVS US Equity,2017,,,
LVS US Equity,2018,,,
LVS US Equity,2019,,,
LVS US Equity,2020,,,
LVS US Equity,2021,,,
LVS US Equity,2022,,,
LW US Equity,2017,,,
LW US Equity,2018,,,
LW US Equity,2019,,,
LW US Equity,2020,,,
LW US Equity,2021,,,
LW US Equity,2022,,,
LYB US Equity,2017,,,
LYB US Equity,2018,,,
LYB US Equity,2019,,,
LYB US Equity,2020,,,
LYB US Equity,2021,,,
LYB US Equity,2022,,,
LYV US Equity,2017,,,
LYV US Equity,2018,,,
LYV US Equity,2019,,,
LYV US Equity,2020,,,
LYV US Equity,2021,,,
LYV US Equity,2022,,,
M US Equity,2017,,,
M US Equity,2018,,,
M US Equity,2019,,,
M US Equity,2020,,,
M US Equity,2021,,,
M US Equity,2022,,,
MA US Equity,2017,,,
MA US Equity,2018,,,
MA US Equity,2019,,,
MA US Equity,2020,,,
MA US Equity,2021,,,
MA US Equity,2022,,,
MAA US Equity,2017,,,
MAA US Equity,2018,,,
MAA US Equity,2019,,,
MAA US Equity,2020,,,
MAA US Equity,2021,,,
MAA US Equity,2022,,,
MAC US Equity,2017,,,
MAC US Equity,2018,,,
MAC US Equity,2019,,,
MAC US Equity,2020,,,
MAC US Equity,2021,,,
MAC US Equity,2022,,,
MAR US Equity,2017,,,
MAR US Equity,2018,,,
MAR US Equity,2019,,,
MAR US Equity,2020,,,
MAR US Equity,2021,,,
MAR US Equity,2022,,,
MAS US Equity,2017,,,
MAS US Equity,2018,,,
MAS US Equity,2019,,,
MAS US Equity,2020,,,
MAS US Equity,2021,,,
MAS US Equity,2022,,,
MAT US Equity,2017,,,
MAT US Equity,2018,,,
MAT US Equity,2019,,,
MAT US Equity,2020,,,
MAT US Equity,2021,,,
MAT US Equity,2022,,,
MCD US Equity,2017,,,
MCD US Equity,2018,,,
MCD US Equity,2019,,,
MCD US Equity,2020,,,
MCD US Equity,2021,,,
MCD US Equity,2022,,,
MCHP US Equity,2017,,,
MCHP US Equity,2018,,,
MCHP US Equity,2019,,,
MCHP US Equity,2020,,,
MCHP US Equity,2021,,,
MCHP US Equity,2022,,,
MCK US Equity,2017,,,
MCK US Equity,2018,,,
MCK US Equity,2019,,,
MCK US Equity,2020,,,
MCK US Equity,2021,,,
MCK US Equity,2022,,,
MCO US Equity,2017,,,
MCO US Equity,2018,,,
MCO US Equity,2019,,,
MCO US Equity,2020,,,
MCO US Equity,2021,,,
MCO US Equity,2022,,,
MDLZ US Equity,2017,,,
MDLZ US Equity,2018,,,
MDLZ US Equity,2019,,,
MDLZ US Equity,2020,,,
MDLZ US Equity,2021,,,
MDLZ US Equity,2022,,,
MDT US Equity,2017,,,
MDT US Equity,2018,,,
MDT US Equity,2019,,,
MDT US Equity,2020,,,
MDT US Equity,2021,,,
MDT US Equity,2022,,,
MET US Equity,2017,,,
MET US Equity,2018,,,
MET US Equity,2019,,,
MET US Equity,2020,,,
MET US Equity,2021,,,
MET US Equity,2022,,,
META US Equity,2017,,,
META US Equity,2018,,,
META US Equity,2019,,,
META US Equity,2020,,,
META US Equity,2021,,,
META US Equity,2022,,,
MGM US Equity,2017,,,
MGM US Equity,2018,,,
MGM US Equity,2019,,,
MGM US Equity,2020,,,
MGM US Equity,2021,,,
MGM US Equity,2022,,,
MHK US Equity,2017,,,
MHK US Equity,2018,,,
MHK US Equity,2019,,,
MHK US Equity,2020,,,
MHK US Equity,2021,,,
MHK US Equity,2022,,,
MKC US Equity,2017,,,
MKC US Equity,2018,,,
MKC US Equity,2019,,,
MKC US Equity,2020,,,
MKC US Equity,2021,,,
MKC US Equity,2022,,,
MKTX US Equity,2017,,,
MKTX US Equity,2018,,,
MKTX US Equity,2019,,,
MKTX US Equity,2020,,,
MKTX US Equity,2021,,,
MKTX US Equity,2022,,,
MLM US Equity,2017,,,
MLM US Equity,2018,,,
MLM US Equity,2019,,,
MLM US Equity,2020,,,
MLM US Equity,2021,,,
MLM US Equity,2022,,,
MMC US Equity,2017,,,
MMC US Equity,2018,,,
MMC US Equity,2019,,,
MMC US Equity,2020,,,
MMC US Equity,2021,,,
MMC US Equity,2022,,,
MMM US Equity,2017,,,
MMM US Equity,2018,,,
MMM US Equity,2019,,,
MMM US Equity,2020,,,
MMM US Equity,2021,,,
MMM US Equity,2022,,,
MNST US Equity,2017,,,
MNST US Equity,2018,,,
MNST US Equity,2019,,,
MNST US Equity,2020,,,
MNST US Equity,2021,,,
MNST US Equity,2022,,,
MO US Equity,2017,,,
MO US Equity,2018,,,
MO US Equity,2019,,,
MO US Equity,2020,,,
MO US Equity,2021,,,
MO US Equity,2022,,,
MOH US Equity,2017,,,
MOH US Equity,2018,,,
MOH US Equity,2019,,,
MOH US Equity,2020,,,
MOH US Equity,2021,,,
MOH US Equity,2022,,,
MOS US Equity,2017,,,
MOS US Equity,2018,,,
MOS US Equity,2019,,,
MOS US Equity,2020,,,
MOS US Equity,2021,,,
MOS US Equity,2022,,,
MPC US Equity,2017,,,
MPC US Equity,2018,,,
MPC US Equity,2019,,,
MPC US Equity,2020,,,
MPC US Equity,2021,,,
MPC US Equity,2022,,,
MPWR US Equity,2017,,,
MPWR US Equity,2018,,,
MPWR US Equity,2019,,,
MPWR US Equity,2020,,,
MPWR US Equity,2021,,,
MPWR US Equity,2022,,,
MRK US Equity,2017,,,
MRK US Equity,2018,,,
MRK US Equity,2019,,,
MRK US Equity,2020,,,
MRK US Equity,2021,,,
MRK US Equity,2022,,,
MRNA US Equity,2017,,,
MRNA US Equity,2018,,,
MRNA US Equity,2019,,,
MRNA US Equity,2020,,,
MRNA US Equity,2021,,,
MRNA US Equity,2022,,,
MRO US Equity,2017,,,
MRO US Equity,2018,,,
MRO US Equity,2019,,,
MRO US Equity,2020,,,
MRO US Equity,2021,,,
MRO US Equity,2022,,,
MS US Equity,2017,,,
MS US Equity,2018,,,
MS US Equity,2019,,,
MS US Equity,2020,,,
MS US Equity,2021,,,
MS US Equity,2022,,,
MSCI US Equity,2017,,,
MSCI US Equity,2018,,,
MSCI US Equity,2019,,,
MSCI US Equity,2020,,,
MSCI US Equity,2021,,,
MSCI US Equity,2022,,,
MSFT US Equity,2017,,,
MSFT US Equity,2018,,,
MSFT US Equity,2019,,,
MSFT US Equity,2020,,,
MSFT US Equity,2021,,,
MSFT US Equity,2022,,,
MSI US Equity,2017,,,
MSI US Equity,2018,,,
MSI US Equity,2019,,,
MSI US Equity,2020,,,
MSI US Equity,2021,,,
MSI US Equity,2022,,,
MTB US Equity,2017,,,
MTB US Equity,2018,,,
MTB US Equity,2019,,,
MTB US Equity,2020,,,
MTB US Equity,2021,,,
MTB US Equity,2022,,,
MTCH US Equity,2017,,,
MTCH US Equity,2018,,,
MTCH US Equity,2019,,,
MTCH US Equity,2020,,,
MTCH US Equity,2021,,,
MTCH US Equity,2022,,,
MTD US Equity,2017,,,
MTD US Equity,2018,,,
MTD US Equity,2019,,,
MTD US Equity,2020,,,
MTD US Equity,2021,,,
MTD US Equity,2022,,,
MU US Equity,2017,,,
MU US Equity,2018,,,
MU US Equity,2019,,,
MU US Equity,2020,,,
MU US Equity,2021,,,
MU US Equity,2022,,,
MXIM US Equity,2017,,,
MXIM US Equity,2018,,,
MXIM US Equity,2019,,,
MXIM US Equity,2020,,,
MXIM US Equity,2021,,,
MXIM US Equity,2022,,,
NAVI US Equity,2017,,,
NAVI US Equity,2018,,,
NAVI US Equity,2019,,,
NAVI US Equity,2020,,,
NAVI US Equity,2021,,,
NAVI US Equity,2022,,,
NBL US Equity,2017,,,
NBL US Equity,2018,,,
NBL US Equity,2019,,,
NBL US Equity,2020,,,
NBL US Equity,2021,,,
NBL US Equity,2022,,,
NCLH US Equity,2017,,,
NCLH US Equity,2018,,,
NCLH US Equity,2019,,,
NCLH US Equity,2020,,,
NCLH US Equity,2021,,,
NCLH US Equity,2022,,,
NDAQ US Equity,2017,,,
NDAQ US Equity,2018,,,
NDAQ US Equity,2019,,,
NDAQ US Equity,2020,,,
NDAQ US Equity,2021,,,
NDAQ US Equity,2022,,,
NDSN US Equity,2017,,,
NDSN US Equity,2018,,,
NDSN US Equity,2019,,,
NDSN US Equity,2020,,,
NDSN US Equity,2021,,,
NDSN US Equity,2022,,,
NEE US Equity,2017,,,
NEE US Equity,2018,,,
NEE US Equity,2019,,,
NEE US Equity,2020,,,
NEE US Equity,2021,,,
NEE US Equity,2022,,,
NEM US Equity,2017,,,
NEM US Equity,2018,,,
NEM US Equity,2019,,,
NEM US Equity,2020,,,
NEM US Equity,2021,,,
NEM US Equity,2022,,,
NFLX US Equity,2017,,,
NFLX US Equity,2018,,,
NFLX US Equity,2019,,,
NFLX US Equity,2020,,,
NFLX US Equity,2021,,,
NFLX US Equity,2022,,,
NFX US Equity,2017,,,
NFX US Equity,2018,,,
NFX US Equity,2019,,,
NFX US Equity,2020,,,
NFX US Equity,2021,,,
NFX US Equity,2022,,,
NI US Equity,2017,,,
NI US Equity,2018,,,
NI US Equity,2019,,,
NI US Equity,2020,,,
NI US Equity,2021,,,
NI US Equity,2022,,,
NKE US Equity,2017,,,
NKE US Equity,2018,,,
NKE US Equity,2019,,,
NKE US Equity,2020,,,
NKE US Equity,2021,,,
NKE US Equity,2022,,,
NKTR US Equity,2017,,,
NKTR US Equity,2018,,,
NKTR US Equity,2019,,,
NKTR US Equity,2020,,,
NKTR US Equity,2021,,,
NKTR US Equity,2022,,,
NLSN US Equity,2017,,,
NLSN US Equity,2018,,,
NLSN US Equity,2019,,,
NLSN US Equity,2020,,,
NLSN US Equity,2021,,,
NLSN US Equity,2022,,,
NOC US Equity,2017,,,
NOC US Equity,2018,,,
NOC US Equity,2019,,,
NOC US Equity,2020,,,
NOC US Equity,2021,,,
NOC US Equity,2022,,,
NOV US Equity,2017,,,
NOV US Equity,2018,,,
NOV US Equity,2019,,,
NOV US Equity,2020,,,
NOV US Equity,2021,,,
NOV US Equity,2022,,,
NOW US Equity,2017,,,
NOW US Equity,2018,,,
NOW US Equity,2019,,,
NOW US Equity,2020,,,
NOW US Equity,2021,,,
NOW US Equity,2022,,,
NRG US Equity,2017,,,
NRG US Equity,2018,,,
NRG US Equity,2019,,,
NRG US Equity,2020,,,
NRG US Equity,2021,,,
NRG US Equity,2022,,,
NSC US Equity,2017,,,
NSC US Equity,2018,,,
NSC US Equity,2019,,,
NSC US Equity,2020,,,
NSC US Equity,2021,,,
NSC US Equity,2022,,,
NTAP US Equity,2017,,,
NTAP US Equity,2018,,,
NTAP US Equity,2019,,,
NTAP US Equity,2020,,,
NTAP US Equity,2021,,,
NTAP US Equity,2022,,,
NTRS US Equity,2017,,,
NTRS US Equity,2018,,,
NTRS US Equity,2019,,,
NTRS US Equity,2020,,,
NTRS US Equity,2021,,,
NTRS US Equity,2022,,,
NUE US Equity,2017,,,
NUE US Equity,2018,,,
NUE US Equity,2019,,,
NUE US Equity,2020,,,
NUE US Equity,2021,,,
NUE US Equity,2022,,,
NVDA US Equity,2017,,,
NVDA US Equity,2018,,,
NVDA US Equity,2019,,,
NVDA US Equity,2020,,,
NVDA US Equity,2021,,,
NVDA US Equity,2022,,,
NVR US Equity,2017,,,
NVR US Equity,2018,,,
NVR US Equity,2019,,,
NVR US Equity,2020,,,
NVR US Equity,2021,,,
NVR US Equity,2022,,,
NVT US Equity,2017,,,
NVT US Equity,2018,,,
NVT US Equity,2019,,,
NVT US Equity,2020,,,
NVT US Equity,2021,,,
NVT US Equity,2022,,,
NWL US Equity,2017,,,
NWL US Equity,2018,,,
NWL US Equity,2019,,,
NWL US Equity,2020,,,
NWL US Equity,2021,,,
NWL US Equity,2022,,,
NWS US Equity,2017,,,
NWS US Equity,2018,,,
NWS US Equity,2019,,,
NWS US Equity,2020,,,
NWS US Equity,2021,,,
NWS US Equity,2022,,,
NWSA US Equity,2017,,,
NWSA US Equity,2018,,,
NWSA US Equity,2019,,,
NWSA US Equity,2020,,,
NWSA US Equity,2021,,,
NWSA US Equity,2022,,,
NXPI US Equity,2017,,,
NXPI US Equity,2018,,,
NXPI US Equity,2019,,,
NXPI US Equity,2020,,,
NXPI US Equity,2021,,,
NXPI US Equity,2022,,,
O US Equity,2017,,,
O US Equity,2018,,,
O US Equity,2019,,,
O US Equity,2020,,,
O US Equity,2021,,,
O US Equity,2022,,,
ODFL US Equity,2017,,,
ODFL US Equity,2018,,,
ODFL US Equity,2019,,,
ODFL US Equity,2020,,,
ODFL US Equity,2021,,,
ODFL US Equity,2022,,,
OGN US Equity,2017,,,
OGN US Equity,2018,,,
OGN US Equity,2019,,,
OGN US Equity,2020,,,
OGN US Equity,2021,,,
OGN US Equity,2022,,,
OKE US Equity,2017,,,
OKE US Equity,2018,,,
OKE US Equity,2019,,,
OKE US Equity,2020,,,
OKE US Equity,2021,,,
OKE US Equity,2022,,,
OMC US Equity,2017,,,
OMC US Equity,2018,,,
OMC US Equity,2019,,,
OMC US Equity,2020,,,
OMC US Equity,2021,,,
OMC US Equity,2022,,,
ON US Equity,2017,,,
ON US Equity,2018,,,
ON US Equity,2019,,,
ON US Equity,2020,,,
ON US Equity,2021,,,
ON US Equity,2022,,,
ORCL US Equity,2017,,,
ORCL US Equity,2018,,,
ORCL US Equity,2019,,,
ORCL US Equity,2020,,,
ORCL US Equity,2021,,,
ORCL US Equity,2022,,,
ORLY US Equity,2017,,,
ORLY US Equity,2018,,,
ORLY US Equity,2019,,,
ORLY US Equity,2020,,,
ORLY US Equity,2021,,,
ORLY US Equity,2022,,,
OTIS US Equity,2017,,,
OTIS US Equity,2018,,,
OTIS US Equity,2019,,,
OTIS US Equity,2020,,,
OTIS US Equity,2021,,,
OTIS US Equity,2022,,,
OXY US Equity,2017,,,
OXY US Equity,2018,,,
OXY US Equity,2019,,,
OXY US Equity,2020,,,
OXY US Equity,2021,,,
OXY US Equity,2022,,,
PANW US Equity,2017,,,
PANW US Equity,2018,,,
PANW US Equity,2019,,,
PANW US Equity,2020,,,
PANW US Equity,2021,,,
PANW US Equity,2022,,,
PARA US Equity,2017,,,
PARA US Equity,2018,,,
PARA US Equity,2019,,,
PARA US Equity,2020,,,
PARA US Equity,2021,,,
PARA US Equity,2022,,,
PAYC US Equity,2017,,,
PAYC US Equity,2018,,,
PAYC US Equity,2019,,,
PAYC US Equity,2020,,,
PAYC US Equity,2021,,,
PAYC US Equity,2022,,,
PAYX US Equity,2017,,,
PAYX US Equity,2018,,,
PAYX US Equity,2019,,,
PAYX US Equity,2020,,,
PAYX US Equity,2021,,,
PAYX US Equity,2022,,,
PBCT US Equity,2017,,,
PBCT US Equity,2018,,,
PBCT US Equity,2019,,,
PBCT US Equity,2020,,,
PBCT US Equity,2021,,,
PBCT US Equity,2022,,,
PCAR US Equity,2017,,,
PCAR US Equity,2018,,,
PCAR US Equity,2019,,,
PCAR US Equity,2020,,,
PCAR US Equity,2021,,,
PCAR US Equity,2022,,,
PCG US Equity,2017,,,
PCG US Equity,2018,,,
PCG US Equity,2019,,,
PCG US Equity,2020,,,
PCG US Equity,2021,,,
PCG US Equity,2022,,,
PEAK US Equity,2017,,,
PEAK US Equity,2018,,,
PEAK US Equity,2019,,,
PEAK US Equity,2020,,,
PEAK US Equity,2021,,,
PEAK US Equity,2022,,,
PEG US Equity,2017,,,
PEG US Equity,2018,,,
PEG US Equity,2019,,,
PEG US Equity,2020,,,
PEG US Equity,2021,,,
PEG US Equity,2022,,,
PENN US Equity,2017,,,
PENN US Equity,2018,,,
PENN US Equity,2019,,,
PENN US Equity,2020,,,
PENN US Equity,2021,,,
PENN US Equity,2022,,,
PEP US Equity,2017,,,
PEP US Equity,2018,,,
PEP US Equity,2019,,,
PEP US Equity,2020,,,
PEP US Equity,2021,,,
PEP US Equity,2022,,,
PFE US Equity,2017,,,
PFE US Equity,2018,,,
PFE US Equity,2019,,,
PFE US Equity,2020,,,
PFE US Equity,2021,,,
PFE US Equity,2022,,,
PFG US Equity,2017,,,
PFG US Equity,2018,,,
PFG US Equity,2019,,,
PFG US Equity,2020,,,
PFG US Equity,2021,,,
PFG US Equity,2022,,,
PG US Equity,2017,,,
PG US Equity,2018,,,
PG US Equity,2019,,,
PG US Equity,2020,,,
PG US Equity,2021,,,
PG US Equity,2022,,,
PGR US Equity,2017,,,
PGR US Equity,2018,,,
PGR US Equity,2019,,,
PGR US Equity,2020,,,
PGR US Equity,2021,,,
PGR US Equity,2022,,,
PH US Equity,2017,,,
PH US Equity,2018,,,
PH US Equity,2019,,,
PH US Equity,2020,,,
PH US Equity,2021,,,
PH US Equity,2022,,,
PHM US Equity,2017,,,
PHM US Equity,2018,,,
PHM US Equity,2019,,,
PHM US Equity,2020,,,
PHM US Equity,2021,,,
PHM US Equity,2022,,,
PKG US Equity,2017,,,
PKG US Equity,2018,,,
PKG US Equity,2019,,,
PKG US Equity,2020,,,
PKG US Equity,2021,,,
PKG US Equity,2022,,,
PLD US Equity,2017,,,
PLD US Equity,2018,,,
PLD US Equity,2019,,,
PLD US Equity,2020,,,
PLD US Equity,2021,,,
PLD US Equity,2022,,,
PM US Equity,2017,,,
PM US Equity,2018,,,
PM US Equity,2019,,,
PM US Equity,2020,,,
PM US Equity,2021,,,
PM US Equity,2022,,,
PNC US Equity,2017,,,
PNC US Equity,2018,,,
PNC US Equity,2019,,,
PNC US Equity,2020,,,
PNC US Equity,2021,,,
PNC US Equity,2022,,,
PNR US Equity,2017,,,
PNR US Equity,2018,,,
PNR US Equity,2019,,,
PNR US Equity,2020,,,
PNR US Equity,2021,,,
PNR US Equity,2022,,,
PNW US Equity,2017,,,
PNW US Equity,2018,,,
PNW US Equity,2019,,,
PNW US Equity,2020,,,
PNW US Equity,2021,,,
PNW US Equity,2022,,,
PODD US Equity,2017,,,
PODD US Equity,2018,,,
PODD US Equity,2019,,,
PODD US Equity,2020,,,
PODD US Equity,2021,,,
PODD US Equity,2022,,,
POOL US Equity,2017,,,
POOL US Equity,2018,,,
POOL US Equity,2019,,,
POOL US Equity,2020,,,
POOL US Equity,2021,,,
POOL US Equity,2022,,,
PPG US Equity,2017,,,
PPG US Equity,2018,,,
PPG US Equity,2019,,,
PPG US Equity,2020,,,
PPG US Equity,2021,,,
PPG US Equity,2022,,,
PPL US Equity,2017,,,
PPL US Equity,2018,,,
PPL US Equity,2019,,,
PPL US Equity,2020,,,
PPL US Equity,2021,,,
PPL US Equity,2022,,,
PRGO US Equity,2017,,,
PRGO US Equity,2018,,,
PRGO US Equity,2019,,,
PRGO US Equity,2020,,,
PRGO US Equity,2021,,,
PRGO US Equity,2022,,,
PRSP US Equity,2017,,,
PRSP US Equity,2018,,,
PRSP US Equity,2019,,,
PRSP US Equity,2020,,,
PRSP US Equity,2021,,,
PRSP US Equity,2022,,,
PRU US Equity,2017,,,
PRU US Equity,2018,,,
PRU US Equity,2019,,,
PRU US Equity,2020,,,
PRU US Equity,2021,,,
PRU US Equity,2022,,,
PSA US Equity,2017,,,
PSA US Equity,2018,,,
PSA US Equity,2019,,,
PSA US Equity,2020,,,
PSA US Equity,2021,,,
PSA US Equity,2022,,,
PSX US Equity,2017,,,
PSX US Equity,2018,,,
PSX US Equity,2019,,,
PSX US Equity,2020,,,
