Company,Dates,ESG_DISCLOSURE_SCORE,SOCIAL_SCORE,ESG_UNCERTAINTY_RANKING
PSX US Equity,2021,,,
PSX US Equity,2022,,,
PTC US Equity,2017,,,
PTC US Equity,2018,,,
PTC US Equity,2019,,,
PTC US Equity,2020,,,
PTC US Equity,2021,,,
PTC US Equity,2022,,,
PVH US Equity,2017,,,
PVH US Equity,2018,,,
PVH US Equity,2019,,,
PVH US Equity,2020,,,
PVH US Equity,2021,,,
PVH US Equity,2022,,,
PWR US Equity,2017,,,
PWR US Equity,2018,,,
PWR US Equity,2019,,,
PWR US Equity,2020,,,
PWR US Equity,2021,,,
PWR US Equity,2022,,,
PXD US Equity,2017,,,
PXD US Equity,2018,,,
PXD US Equity,2019,,,
PXD US Equity,2020,,,
PXD US Equity,2021,,,
PXD US Equity,2022,,,
PYPL US Equity,2017,,,
PYPL US Equity,2018,,,
PYPL US Equity,2019,,,
PYPL US Equity,2020,,,
PYPL US Equity,2021,,,
PYPL US Equity,2022,,,
QCOM US Equity,2017,,,
QCOM US Equity,2018,,,
QCOM US Equity,2019,,,
QCOM US Equity,2020,,,
QCOM US Equity,2021,,,
QCOM US Equity,2022,,,
QRVO US Equity,2017,,,
QRVO US Equity,2018,,,
QRVO US Equity,2019,,,
QRVO US Equity,2020,,,
QRVO US Equity,2021,,,
QRVO US Equity,2022,,,
RCL US Equity,2017,,,
RCL US Equity,2018,,,
RCL US Equity,2019,,,
RCL US Equity,2020,,,
RCL US Equity,2021,,,
RCL US Equity,2022,,,
RE US Equity,2017,,,
RE US Equity,2018,,,
RE US Equity,2019,,,
RE US Equity,2020,,,
RE US Equity,2021,,,
RE US Equity,2022,,,
REG US Equity,2017,,,
REG US Equity,2018,,,
REG US Equity,2019,,,
REG US Equity,2020,,,
REG US Equity,2021,,,
REG US Equity,2022,,,
REGN US Equity,2017,,,
REGN US Equity,2018,,,
REGN US Equity,2019,,,
REGN US Equity,2020,,,
REGN US Equity,2021,,,
REGN US Equity,2022,,,
RF US Equity,2017,,,
RF US Equity,2018,,,
RF US Equity,2019,,,
RF US Equity,2020,,,
RF US Equity,2021,,,
RF US Equity,2022,,,
RHI US Equity,2017,,,
RHI US Equity,2018,,,
RHI US Equity,2019,,,
RHI US Equity,2020,,,
RHI US Equity,2021,,,
RHI US Equity,2022,,,
RHT US Equity,2017,,,
RHT US Equity,2018,,,
RHT US Equity,2019,,,
RHT US Equity,2020,,,
RHT US Equity,2021,,,
RHT US Equity,2022,,,
RJF US Equity,2017,,,
RJF US Equity,2018,,,
RJF US Equity,2019,,,
RJF US Equity,2020,,,
RJF US Equity,2021,,,
RJF US Equity,2022,,,
RL US Equity,2017,,,
RL US Equity,2018,,,
RL US Equity,2019,,,
RL US Equity,2020,,,
RL US Equity,2021,,,
RL US Equity,2022,,,
RMD US Equity,2017,,,
RMD US Equity,2018,,,
RMD US Equity,2019,,,
RMD US Equity,2020,,,
RMD US Equity,2021,,,
RMD US Equity,2022,,,
ROK US Equity,2017,,,
ROK US Equity,2018,,,
ROK US Equity,2019,,,
ROK US Equity,2020,,,
ROK US Equity,2021,,,
ROK US Equity,2022,,,
ROL US Equity,2017,,,
ROL US Equity,2018,,,
ROL US Equity,2019,,,
ROL US Equity,2020,,,
ROL US Equity,2021,,,
ROL US Equity,2022,,,
ROP US Equity,2017,,,
ROP US Equity,2018,,,
ROP US Equity,2019,,,
ROP US Equity,2020,,,
ROP US Equity,2021,,,
ROP US Equity,2022,,,
ROST US Equity,2017,,,
ROST US Equity,2018,,,
ROST US Equity,2019,,,
ROST US Equity,2020,,,
ROST US Equity,2021,,,
ROST US Equity,2022,,,
RRC US Equity,2017,,,
RRC US Equity,2018,,,
RRC US Equity,2019,,,
RRC US Equity,2020,,,
RRC US Equity,2021,,,
RRC US Equity,2022,,,
RSG US Equity,2017,,,
RSG US Equity,2018,,,
RSG US Equity,2019,,,
RSG US Equity,2020,,,
RSG US Equity,2021,,,
RSG US Equity,2022,,,
RTN US Equity,2017,,,
RTN US Equity,2018,,,
RTN US Equity,2019,,,
RTN US Equity,2020,,,
RTN US Equity,2021,,,
RTN US Equity,2022,,,
RTX US Equity,2017,,,
RTX US Equity,2018,,,
RTX US Equity,2019,,,
RTX US Equity,2020,,,
RTX US Equity,2021,,,
RTX US Equity,2022,,,
RVTY US Equity,2017,,,
RVTY US Equity,2018,,,
RVTY US Equity,2019,,,
RVTY US Equity,2020,,,
RVTY US Equity,2021,,,
RVTY US Equity,2022,,,
SBAC US Equity,2017,,,
SBAC US Equity,2018,,,
SBAC US Equity,2019,,,
SBAC US Equity,2020,,,
SBAC US Equity,2021,,,
SBAC US Equity,2022,,,
SBNY US Equity,2017,,,
SBNY US Equity,2018,,,
SBNY US Equity,2019,,,
SBNY US Equity,2020,,,
SBNY US Equity,2021,,,
SBNY US Equity,2022,,,
SBUX US Equity,2017,,,
SBUX US Equity,2018,,,
SBUX US Equity,2019,,,
SBUX US Equity,2020,,,
SBUX US Equity,2021,,,
SBUX US Equity,2022,,,
SCG US Equity,2017,,,
SCG US Equity,2018,,,
SCG US Equity,2019,,,
SCG US Equity,2020,,,
SCG US Equity,2021,,,
SCG US Equity,2022,,,
SCHW US Equity,2017,,,
SCHW US Equity,2018,,,
SCHW US Equity,2019,,,
SCHW US Equity,2020,,,
SCHW US Equity,2021,,,
SCHW US Equity,2022,,,
SEDG US Equity,2017,,,
SEDG US Equity,2018,,,
SEDG US Equity,2019,,,
SEDG US Equity,2020,,,
SEDG US Equity,2021,,,
SEDG US Equity,2022,,,
SEE US Equity,2017,,,
SEE US Equity,2018,,,
SEE US Equity,2019,,,
SEE US Equity,2020,,,
SEE US Equity,2021,,,
SEE US Equity,2022,,,
SHW US Equity,2017,,,
SHW US Equity,2018,,,
SHW US Equity,2019,,,
SHW US Equity,2020,,,
SHW US Equity,2021,,,
SHW US Equity,2022,,,
SIVB US Equity,2017,,,
SIVB US Equity,2018,,,
SIVB US Equity,2019,,,
SIVB US Equity,2020,,,
SIVB US Equity,2021,,,
SIVB US Equity,2022,,,
SJM US Equity,2017,,,
SJM US Equity,2018,,,
SJM US Equity,2019,,,
SJM US Equity,2020,,,
SJM US Equity,2021,,,
SJM US Equity,2022,,,
SLB US Equity,2017,,,
SLB US Equity,2018,,,
SLB US Equity,2019,,,
SLB US Equity,2020,,,
SLB US Equity,2021,,,
SLB US Equity,2022,,,
SLG US Equity,2017,,,
SLG US Equity,2018,,,
SLG US Equity,2019,,,
SLG US Equity,2020,,,
SLG US Equity,2021,,,
SLG US Equity,2022,,,
SLVM US Equity,2017,,,
SLVM US Equity,2018,,,
SLVM US Equity,2019,,,
SLVM US Equity,2020,,,
SLVM US Equity,2021,,,
SLVM US Equity,2022,,,
SNA US Equity,2017,,,
SNA US Equity,2018,,,
SNA US Equity,2019,,,
SNA US Equity,2020,,,
SNA US Equity,2021,,,
SNA US Equity,2022,,,
SNPS US Equity,2017,,,
SNPS US Equity,2018,,,
SNPS US Equity,2019,,,
SNPS US Equity,2020,,,
SNPS US Equity,2021,,,
SNPS US Equity,2022,,,
SO US Equity,2017,,,
SO US Equity,2018,,,
SO US Equity,2019,,,
SO US Equity,2020,,,
SO US Equity,2021,,,
SO US Equity,2022,,,
SPG US Equity,2017,,,
SPG US Equity,2018,,,
SPG US Equity,2019,,,
SPG US Equity,2020,,,
SPG US Equity,2021,,,
SPG US Equity,2022,,,
SPGI US Equity,2017,,,
SPGI US Equity,2018,,,
SPGI US Equity,2019,,,
SPGI US Equity,2020,,,
SPGI US Equity,2021,,,
SPGI US Equity,2022,,,
SRCL US Equity,2017,,,
SRCL US Equity,2018,,,
SRCL US Equity,2019,,,
SRCL US Equity,2020,,,
SRCL US Equity,2021,,,
SRCL US Equity,2022,,,
SRE US Equity,2017,,,
SRE US Equity,2018,,,
SRE US Equity,2019,,,
SRE US Equity,2020,,,
SRE US Equity,2021,,,
SRE US Equity,2022,,,
STE US Equity,2017,,,
STE US Equity,2018,,,
STE US Equity,2019,,,
STE US Equity,2020,,,
STE US Equity,2021,,,
STE US Equity,2022,,,
STI US Equity,2017,,,
STI US Equity,2018,,,
STI US Equity,2019,,,
STI US Equity,2020,,,
STI US Equity,2021,,,
STI US Equity,2022,,,
STLD US Equity,2017,,,
STLD US Equity,2018,,,
STLD US Equity,2019,,,
STLD US Equity,2020,,,
STLD US Equity,2021,,,
STLD US Equity,2022,,,
STT US Equity,2017,,,
STT US Equity,2018,,,
STT US Equity,2019,,,
STT US Equity,2020,,,
STT US Equity,2021,,,
STT US Equity,2022,,,
STX US Equity,2017,,,
STX US Equity,2018,,,
STX US Equity,2019,,,
STX US Equity,2020,,,
STX US Equity,2021,,,
STX US Equity,2022,,,
STZ US Equity,2017,,,
STZ US Equity,2018,,,
STZ US Equity,2019,,,
STZ US Equity,2020,,,
STZ US Equity,2021,,,
STZ US Equity,2022,,,
SWK US Equity,2017,,,
SWK US Equity,2018,,,
SWK US Equity,2019,,,
SWK US Equity,2020,,,
SWK US Equity,2021,,,
SWK US Equity,2022,,,
SWKS US Equity,2017,,,
SWKS US Equity,2018,,,
SWKS US Equity,2019,,,
SWKS US Equity,2020,,,
SWKS US Equity,2021,,,
SWKS US Equity,2022,,,
SYF US Equity,2017,,,
SYF US Equity,2018,,,
SYF US Equity,2019,,,
SYF US Equity,2020,,,
SYF US Equity,2021,,,
SYF US Equity,2022,,,
SYK US Equity,2017,,,
SYK US Equity,2018,,,
SYK US Equity,2019,,,
SYK US Equity,2020,,,
SYK US Equity,2021,,,
SYK US Equity,2022,,,
SYY US Equity,2017,,,
SYY US Equity,2018,,,
SYY US Equity,2019,,,
SYY US Equity,2020,,,
SYY US Equity,2021,,,
SYY US Equity,2022,,,
T US Equity,2017,,,
T US Equity,2018,,,
T US Equity,2019,,,
T US Equity,2020,,,
T US Equity,2021,,,
T US Equity,2022,,,
TAP US Equity,2017,,,
TAP US Equity,2018,,,
TAP US Equity,2019,,,
TAP US Equity,2020,,,
TAP US Equity,2021,,,
TAP US Equity,2022,,,
TDG US Equity,2017,,,
TDG US Equity,2018,,,
TDG US Equity,2019,,,
TDG US Equity,2020,,,
TDG US Equity,2021,,,
TDG US Equity,2022,,,
TDY US Equity,2017,,,
TDY US Equity,2018,,,
TDY US Equity,2019,,,
TDY US Equity,2020,,,
TDY US Equity,2021,,,
TDY US Equity,2022,,,
TECH US Equity,2017,,,
TECH US Equity,2018,,,
TECH US Equity,2019,,,
TECH US Equity,2020,,,
TECH US Equity,2021,,,
TECH US Equity,2022,,,
TEL US Equity,2017,,,
TEL US Equity,2018,,,
TEL US Equity,2019,,,
TEL US Equity,2020,,,
TEL US Equity,2021,,,
TEL US Equity,2022,,,
TER US Equity,2017,,,
TER US Equity,2018,,,
TER US Equity,2019,,,
TER US Equity,2020,,,
TER US Equity,2021,,,
TER US Equity,2022,,,
TFC US Equity,2017,,,
TFC US Equity,2018,,,
TFC US Equity,2019,,,
TFC US Equity,2020,,,
TFC US Equity,2021,,,
TFC US Equity,2022,,,
TFCF US Equity,2017,,,
TFCF US Equity,2018,,,
TFCF US Equity,2019,,,
TFCF US Equity,2020,,,
TFCF US Equity,2021,,,
TFCF US Equity,2022,,,
TFCFA US Equity,2017,,,
TFCFA US Equity,2018,,,
TFCFA US Equity,2019,,,
TFCFA US Equity,2020,,,
TFCFA US Equity,2021,,,
TFCFA US Equity,2022,,,
TFX US Equity,2017,,,
TFX US Equity,2018,,,
TFX US Equity,2019,,,
TFX US Equity,2020,,,
TFX US Equity,2021,,,
TFX US Equity,2022,,,
TGT US Equity,2017,,,
TGT US Equity,2018,,,
TGT US Equity,2019,,,
TGT US Equity,2020,,,
TGT US Equity,2021,,,
TGT US Equity,2022,,,
TIF US Equity,2017,,,
TIF US Equity,2018,,,
TIF US Equity,2019,,,
TIF US Equity,2020,,,
TIF US Equity,2021,,,
TIF US Equity,2022,,,
TJX US Equity,2017,,,
TJX US Equity,2018,,,
TJX US Equity,2019,,,
TJX US Equity,2020,,,
TJX US Equity,2021,,,
TJX US Equity,2022,,,
TMO US Equity,2017,,,
TMO US Equity,2018,,,
TMO US Equity,2019,,,
TMO US Equity,2020,,,
TMO US Equity,2021,,,
TMO US Equity,2022,,,
TMUS US Equity,2017,,,
TMUS US Equity,2018,,,
TMUS US Equity,2019,,,
TMUS US Equity,2020,,,
TMUS US Equity,2021,,,
TMUS US Equity,2022,,,
TNL US Equity,2017,,,
TNL US Equity,2018,,,
TNL US Equity,2019,,,
TNL US Equity,2020,,,
TNL US Equity,2021,,,
TNL US Equity,2022,,,
TPR US Equity,2017,,,
TPR US Equity,2018,,,
TPR US Equity,2019,,,
TPR US Equity,2020,,,
TPR US Equity,2021,,,
TPR US Equity,2022,,,
TRGP US Equity,2017,,,
TRGP US Equity,2018,,,
TRGP US Equity,2019,,,
TRGP US Equity,2020,,,
TRGP US Equity,2021,,,
TRGP US Equity,2022,,,
TRIP US Equity,2017,,,
TRIP US Equity,2018,,,
TRIP US Equity,2019,,,
TRIP US Equity,2020,,,
TRIP US Equity,2021,,,
TRIP US Equity,2022,,,
TRMB US Equity,2017,,,
TRMB US Equity,2018,,,
TRMB US Equity,2019,,,
TRMB US Equity,2020,,,
TRMB US Equity,2021,,,
TRMB US Equity,2022,,,
TROW US Equity,2017,,,
TROW US Equity,2018,,,
TROW US Equity,2019,,,
TROW US Equity,2020,,,
TROW US Equity,2021,,,
TROW US Equity,2022,,,
TRV US Equity,2017,,,
TRV US Equity,2018,,,
TRV US Equity,2019,,,
TRV US Equity,2020,,,
TRV US Equity,2021,,,
TRV US Equity,2022,,,
TSCO US Equity,2017,,,
TSCO US Equity,2018,,,
TSCO US Equity,2019,,,
TSCO US Equity,2020,,,
TSCO US Equity,2021,,,
TSCO US Equity,2022,,,
TSLA US Equity,2017,,,
TSLA US Equity,2018,,,
TSLA US Equity,2019,,,
TSLA US Equity,2020,,,
TSLA US Equity,2021,,,
TSLA US Equity,2022,,,
TSN US Equity,2017,,,
TSN US Equity,2018,,,
TSN US Equity,2019,,,
TSN US Equity,2020,,,
TSN US Equity,2021,,,
TSN US Equity,2022,,,
TSS US Equity,2017,,,
TSS US Equity,2018,,,
TSS US Equity,2019,,,
TSS US Equity,2020,,,
TSS US Equity,2021,,,
TSS US Equity,2022,,,
TT US Equity,2017,,,
TT US Equity,2018,,,
TT US Equity,2019,,,
TT US Equity,2020,,,
TT US Equity,2021,,,
TT US Equity,2022,,,
TTWO US Equity,2017,,,
TTWO US Equity,2018,,,
TTWO US Equity,2019,,,
TTWO US Equity,2020,,,
TTWO US Equity,2021,,,
TTWO US Equity,2022,,,
TWTR US Equity,2017,,,
TWTR US Equity,2018,,,
TWTR US Equity,2019,,,
TWTR US Equity,2020,,,
TWTR US Equity,2021,,,
TWTR US Equity,2022,,,
TWX US Equity,2017,,,
TWX US Equity,2018,,,
TWX US Equity,2019,,,
TWX US Equity,2020,,,
TWX US Equity,2021,,,
TWX US Equity,2022,,,
TXN US Equity,2017,,,
TXN US Equity,2018,,,
TXN US Equity,2019,,,
TXN US Equity,2020,,,
TXN US Equity,2021,,,
TXN US Equity,2022,,,
TXT US Equity,2017,,,
TXT US Equity,2018,,,
TXT US Equity,2019,,,
TXT US Equity,2020,,,
TXT US Equity,2021,,,
TXT US Equity,2022,,,
TYL US Equity,2017,,,
TYL US Equity,2018,,,
TYL US Equity,2019,,,
TYL US Equity,2020,,,
TYL US Equity,2021,,,
TYL US Equity,2022,,,
UA US Equity,2017,,,
UA US Equity,2018,,,
UA US Equity,2019,,,
UA US Equity,2020,,,
UA US Equity,2021,,,
UA US Equity,2022,,,
UAA US Equity,2017,,,
UAA US Equity,2018,,,
UAA US Equity,2019,,,
UAA US Equity,2020,,,
UAA US Equity,2021,,,
UAA US Equity,2022,,,
UAL US Equity,2017,,,
UAL US Equity,2018,,,
UAL US Equity,2019,,,
UAL US Equity,2020,,,
UAL US Equity,2021,,,
UAL US Equity,2022,,,
UDR US Equity,2017,,,
UDR US Equity,2018,,,
UDR US Equity,2019,,,
UDR US Equity,2020,,,
UDR US Equity,2021,,,
UDR US Equity,2022,,,
UHS US Equity,2017,,,
UHS US Equity,2018,,,
UHS US Equity,2019,,,
UHS US Equity,2020,,,
UHS US Equity,2021,,,
UHS US Equity,2022,,,
ULTA US Equity,2017,,,
ULTA US Equity,2018,,,
ULTA US Equity,2019,,,
ULTA US Equity,2020,,,
ULTA US Equity,2021,,,
ULTA US Equity,2022,,,
UNH US Equity,2017,,,
UNH US Equity,2018,,,
UNH US Equity,2019,,,
UNH US Equity,2020,,,
UNH US Equity,2021,,,
UNH US Equity,2022,,,
UNM US Equity,2017,,,
UNM US Equity,2018,,,
UNM US Equity,2019,,,
UNM US Equity,2020,,,
UNM US Equity,2021,,,
UNM US Equity,2022,,,
UNP US Equity,2017,,,
UNP US Equity,2018,,,
UNP US Equity,2019,,,
UNP US Equity,2020,,,
UNP US Equity,2021,,,
UNP US Equity,2022,,,
UPS US Equity,2017,,,
UPS US Equity,2018,,,
UPS US Equity,2019,,,
UPS US Equity,2020,,,
UPS US Equity,2021,,,
UPS US Equity,2022,,,
URI US Equity,2017,,,
URI US Equity,2018,,,
URI US Equity,2019,,,
URI US Equity,2020,,,
URI US Equity,2021,,,
URI US Equity,2022,,,
USB US Equity,2017,,,
USB US Equity,2018,,,
USB US Equity,2019,,,
USB US Equity,2020,,,
USB US Equity,2021,,,
USB US Equity,2022,,,
V US Equity,2017,,,
V US Equity,2018,,,
V US Equity,2019,,,
V US Equity,2020,,,
V US Equity,2021,,,
V US Equity,2022,,,
VAR US Equity,2017,,,
VAR US Equity,2018,,,
VAR US Equity,2019,,,
VAR US Equity,2020,,,
VAR US Equity,2021,,,
VAR US Equity,2022,,,
VFC US Equity,2017,,,
VFC US Equity,2018,,,
VFC US Equity,2019,,,
VFC US Equity,2020,,,
VFC US Equity,2021,,,
VFC US Equity,2022,,,
VIAB US Equity,2017,,,
VIAB US Equity,2018,,,
VIAB US Equity,2019,,,
VIAB US Equity,2020,,,
VIAB US Equity,2021,,,
VIAB US Equity,2022,,,
VICI US Equity,2017,,,
VICI US Equity,2018,,,
VICI US Equity,2019,,,
VICI US Equity,2020,,,
VICI US Equity,2021,,,
VICI US Equity,2022,,,
VLO US Equity,2017,,,
VLO US Equity,2018,,,
VLO US Equity,2019,,,
VLO US Equity,2020,,,
VLO US Equity,2021,,,
VLO US Equity,2022,,,
VLTO US Equity,2017,,,
VLTO US Equity,2018,,,
VLTO US Equity,2019,,,
VLTO US Equity,2020,,,
VLTO US Equity,2021,,,
VLTO US Equity,2022,,,
VMC US Equity,2017,,,
VMC US Equity,2018,,,
VMC US Equity,2019,,,
VMC US Equity,2020,,,
VMC US Equity,2021,,,
VMC US Equity,2022,,,
VNO US Equity,2017,,,
VNO US Equity,2018,,,
VNO US Equity,2019,,,
VNO US Equity,2020,,,
VNO US Equity,2021,,,
VNO US Equity,2022,,,
VNT US Equity,2017,,,
VNT US Equity,2018,,,
VNT US Equity,2019,,,
VNT US Equity,2020,,,
VNT US Equity,2021,,,
VNT US Equity,2022,,,
VRSK US Equity,2017,,,
VRSK US Equity,2018,,,
VRSK US Equity,2019,,,
VRSK US Equity,2020,,,
VRSK US Equity,2021,,,
VRSK US Equity,2022,,,
VRSN US Equity,2017,,,
VRSN US Equity,2018,,,
VRSN US Equity,2019,,,
VRSN US Equity,2020,,,
VRSN US Equity,2021,,,
VRSN US Equity,2022,,,
VRTX US Equity,2017,,,
VRTX US Equity,2018,,,
VRTX US Equity,2019,,,
VRTX US Equity,2020,,,
VRTX US Equity,2021,,,
VRTX US Equity,2022,,,
VTR US Equity,2017,,,
VTR US Equity,2018,,,
VTR US Equity,2019,,,
VTR US Equity,2020,,,
VTR US Equity,2021,,,
VTR US Equity,2022,,,
VTRS US Equity,2017,,,
VTRS US Equity,2018,,,
VTRS US Equity,2019,,,
VTRS US Equity,2020,,,
VTRS US Equity,2021,,,
VTRS US Equity,2022,,,
VZ US Equity,2017,,,
VZ US Equity,2018,,,
VZ US Equity,2019,,,
VZ US Equity,2020,,,
VZ US Equity,2021,,,
VZ US Equity,2022,,,
WAB US Equity,2017,,,
WAB US Equity,2018,,,
WAB US Equity,2019,,,
WAB US Equity,2020,,,
WAB US Equity,2021,,,
WAB US Equity,2022,,,
WAT US Equity,2017,,,
WAT US Equity,2018,,,
WAT US Equity,2019,,,
WAT US Equity,2020,,,
WAT US Equity,2021,,,
WAT US Equity,2022,,,
WBA US Equity,2017,,,
WBA US Equity,2018,,,
WBA US Equity,2019,,,
WBA US Equity,2020,,,
WBA US Equity,2021,,,
WBA US Equity,2022,,,
WBD US Equity,2017,,,
WBD US Equity,2018,,,
WBD US Equity,2019,,,
WBD US Equity,2020,,,
WBD US Equity,2021,,,
WBD US Equity,2022,,,
WCG US Equity,2017,,,
WCG US Equity,2018,,,
WCG US Equity,2019,,,
WCG US Equity,2020,,,
WCG US Equity,2021,,,
WCG US Equity,2022,,,
WDC US Equity,2017,,,
WDC US Equity,2018,,,
WDC US Equity,2019,,,
WDC US Equity,2020,,,
WDC US Equity,2021,,,
WDC US Equity,2022,,,
WEC US Equity,2017,,,
WEC US Equity,2018,,,
WEC US Equity,2019,,,
WEC US Equity,2020,,,
WEC US Equity,2021,,,
WEC US Equity,2022,,,
WELL US Equity,2017,,,
WELL US Equity,2018,,,
WELL US Equity,2019,,,
WELL US Equity,2020,,,
WELL US Equity,2021,,,
WELL US Equity,2022,,,
WFC US Equity,2017,,,
WFC US Equity,2018,,,
WFC US Equity,2019,,,
WFC US Equity,2020,,,
WFC US Equity,2021,,,
WFC US Equity,2022,,,
WHR US Equity,2017,,,
WHR US Equity,2018,,,
WHR US Equity,2019,,,
WHR US Equity,2020,,,
WHR US Equity,2021,,,
WHR US Equity,2022,,,
WM US Equity,2017,,,
WM US Equity,2018,,,
WM US Equity,2019,,,
WM US Equity,2020,,,
WM US Equity,2021,,,
WM US Equity,2022,,,
WMB US Equity,2017,,,
WMB US Equity,2018,,,
WMB US Equity,2019,,,
WMB US Equity,2020,,,
WMB US Equity,2021,,,
WMB US Equity,2022,,,
WMT US Equity,2017,,,
WMT US Equity,2018,,,
WMT US Equity,2019,,,
WMT US Equity,2020,,,
WMT US Equity,2021,,,
WMT US Equity,2022,,,
WRB US Equity,2017,,,
WRB US Equity,2018,,,
WRB US Equity,2019,,,
WRB US Equity,2020,,,
WRB US Equity,2021,,,
WRB US Equity,2022,,,
WRK US Equity,2017,,,
WRK US Equity,2018,,,
WRK US Equity,2019,,,
WRK US Equity,2020,,,
WRK US Equity,2021,,,
WRK US Equity,2022,,,
WST US Equity,2017,,,
WST US Equity,2018,,,
WST US Equity,2019,,,
WST US Equity,2020,,,
WST US Equity,2021,,,
WST US Equity,2022,,,
WTW US Equity,2017,,,
WTW US Equity,2018,,,
WTW US Equity,2019,,,
WTW US Equity,2020,,,
WTW US Equity,2021,,,
WTW US Equity,2022,,,
WU US Equity,2017,,,
WU US Equity,2018,,,
WU US Equity,2019,,,
WU US Equity,2020,,,
WU US Equity,2021,,,
WU US Equity,2022,,,
WY US Equity,2017,,,
WY US Equity,2018,,,
WY US Equity,2019,,,
WY US Equity,2020,,,
WY US Equity,2021,,,
WY US Equity,2022,,,
WYNN US Equity,2017,,,
WYNN US Equity,2018,,,
WYNN US Equity,2019,,,
WYNN US Equity,2020,,,
WYNN US Equity,2021,,,
WYNN US Equity,2022,,,
XEC US Equity,2017,,,
XEC US Equity,2018,,,
XEC US Equity,2019,,,
XEC US Equity,2020,,,
XEC US Equity,2021,,,
XEC US Equity,2022,,,
XEL US Equity,2017,,,
XEL US Equity,2018,,,
XEL US Equity,2019,,,
XEL US Equity,2020,,,
XEL US Equity,2021,,,
XEL US Equity,2022,,,
XL US Equity,2017,,,
XL US Equity,2018,,,
XL US Equity,2019,,,
XL US Equity,2020,,,
XL US Equity,2021,,,
XL US Equity,2022,,,
XLNX US Equity,2017,,,
XLNX US Equity,2018,,,
XLNX US Equity,2019,,,
XLNX US Equity,2020,,,
XLNX US Equity,2021,,,
XLNX US Equity,2022,,,
XOM US Equity,2017,,,
XOM US Equity,2018,,,
XOM US Equity,2019,,,
XOM US Equity,2020,,,
XOM US Equity,2021,,,
XOM US Equity,2022,,,
XRAY US Equity,2017,,,
XRAY US Equity,2018,,,
XRAY US Equity,2019,,,
XRAY US Equity,2020,,,
XRAY US Equity,2021,,,
XRAY US Equity,2022,,,
XRX US Equity,2017,,,
XRX US Equity,2018,,,
XRX US Equity,2019,,,
XRX US Equity,2020,,,
XRX US Equity,2021,,,
XRX US Equity,2022,,,
XYL US Equity,2017,,,
XYL US Equity,2018,,,
XYL US Equity,2019,,,
XYL US Equity,2020,,,
XYL US Equity,2021,,,
XYL US Equity,2022,,,
YUM US Equity,2017,,,
YUM US Equity,2018,,,
YUM US Equity,2019,,,
YUM US Equity,2020,,,
YUM US Equity,2021,,,
YUM US Equity,2022,,,
ZBH US Equity,2017,,,
ZBH US Equity,2018,,,
ZBH US Equity,2019,,,
ZBH US Equity,2020,,,
ZBH US Equity,2021,,,
ZBH US Equity,2022,,,
ZBRA US Equity,2017,,,
ZBRA US Equity,2018,,,
ZBRA US Equity,2019,,,
ZBRA US Equity,2020,,,
ZBRA US Equity,2021,,,
ZBRA US Equity,2022,,,
ZIMV US Equity,2017,,,
ZIMV US Equity,2018,,,
ZIMV US Equity,2019,,,
ZIMV US Equity,2020,,,
ZIMV US Equity,2021,,,
ZIMV US Equity,2022,,,
ZION US Equity,2017,,,
ZION US Equity,2018,,,
ZION US Equity,2019,,,
ZION US Equity,2020,,,
ZION US Equity,2021,,,
ZION US Equity,2022,,,
ZTS US Equity,2017,,,
ZTS US Equity,2018,,,
ZTS US Equity,2019,,,
ZTS US Equity,2020,,,
ZTS US Equity,2021,,,
ZTS US Equity,2022,,,
